Lower layer Super Output Areas Code,Lower layer Super Output Areas,Household deprivation (6 categories) Code,Household deprivation (6 categories),Observation
E01011529,Leeds 096E,4,Household is deprived in three dimensions,32
E01011529,Leeds 096E,5,Household is deprived in four dimensions,0
E01011530,Leeds 106A,-8,Does not apply,0
E01011530,Leeds 106A,1,Household is not deprived in any dimension,328
E01011530,Leeds 106A,2,Household is deprived in one dimension,213
E01011530,Leeds 106A,3,Household is deprived in two dimensions,80
E01011530,Leeds 106A,4,Household is deprived in three dimensions,15
E01011530,Leeds 106A,5,Household is deprived in four dimensions,0
E01011531,Leeds 093D,-8,Does not apply,0
E01011531,Leeds 093D,1,Household is not deprived in any dimension,385
E01011531,Leeds 093D,2,Household is deprived in one dimension,257
E01011531,Leeds 093D,3,Household is deprived in two dimensions,113
E01011531,Leeds 093D,4,Household is deprived in three dimensions,15
E01011531,Leeds 093D,5,Household is deprived in four dimensions,0
E01011532,Leeds 095E,-8,Does not apply,0
E01011532,Leeds 095E,1,Household is not deprived in any dimension,272
E01011532,Leeds 095E,2,Household is deprived in one dimension,238
E01011532,Leeds 095E,3,Household is deprived in two dimensions,156
E01011532,Leeds 095E,4,Household is deprived in three dimensions,42
E01011532,Leeds 095E,5,Household is deprived in four dimensions,0
E01011533,Leeds 104A,-8,Does not apply,0
E01011533,Leeds 104A,1,Household is not deprived in any dimension,339
E01011533,Leeds 104A,2,Household is deprived in one dimension,264
E01011533,Leeds 104A,3,Household is deprived in two dimensions,115
E01011533,Leeds 104A,4,Household is deprived in three dimensions,31
E01011533,Leeds 104A,5,Household is deprived in four dimensions,1
E01011534,Leeds 106B,-8,Does not apply,0
E01011534,Leeds 106B,1,Household is not deprived in any dimension,647
E01011534,Leeds 106B,2,Household is deprived in one dimension,270
E01011534,Leeds 106B,3,Household is deprived in two dimensions,82
E01011534,Leeds 106B,4,Household is deprived in three dimensions,18
E01011534,Leeds 106B,5,Household is deprived in four dimensions,1
E01011535,Leeds 108A,-8,Does not apply,0
E01011535,Leeds 108A,1,Household is not deprived in any dimension,423
E01011535,Leeds 108A,2,Household is deprived in one dimension,203
E01011535,Leeds 108A,3,Household is deprived in two dimensions,50
E01011535,Leeds 108A,4,Household is deprived in three dimensions,12
E01011535,Leeds 108A,5,Household is deprived in four dimensions,0
E01011536,Leeds 108B,-8,Does not apply,0
E01011536,Leeds 108B,1,Household is not deprived in any dimension,373
E01011536,Leeds 108B,2,Household is deprived in one dimension,235
E01011536,Leeds 108B,3,Household is deprived in two dimensions,78
E01011536,Leeds 108B,4,Household is deprived in three dimensions,16
E01011536,Leeds 108B,5,Household is deprived in four dimensions,2
E01011537,Leeds 107A,-8,Does not apply,0
E01011537,Leeds 107A,1,Household is not deprived in any dimension,466
E01011537,Leeds 107A,2,Household is deprived in one dimension,338
E01011537,Leeds 107A,3,Household is deprived in two dimensions,127
E01011537,Leeds 107A,4,Household is deprived in three dimensions,34
E01011537,Leeds 107A,5,Household is deprived in four dimensions,0
E01011538,Leeds 107B,-8,Does not apply,0
E01011538,Leeds 107B,1,Household is not deprived in any dimension,291
E01011538,Leeds 107B,2,Household is deprived in one dimension,214
E01011538,Leeds 107B,3,Household is deprived in two dimensions,136
E01011538,Leeds 107B,4,Household is deprived in three dimensions,46
E01011538,Leeds 107B,5,Household is deprived in four dimensions,6
E01011540,Leeds 102B,-8,Does not apply,0
E01011540,Leeds 102B,1,Household is not deprived in any dimension,404
E01011540,Leeds 102B,2,Household is deprived in one dimension,268
E01011540,Leeds 102B,3,Household is deprived in two dimensions,140
E01011540,Leeds 102B,4,Household is deprived in three dimensions,58
E01011540,Leeds 102B,5,Household is deprived in four dimensions,4
E01011541,Leeds 104B,-8,Does not apply,0
E01011541,Leeds 104B,1,Household is not deprived in any dimension,500
E01011541,Leeds 104B,2,Household is deprived in one dimension,391
E01011541,Leeds 104B,3,Household is deprived in two dimensions,231
E01011541,Leeds 104B,4,Household is deprived in three dimensions,59
E01011541,Leeds 104B,5,Household is deprived in four dimensions,3
E01011545,Leeds 104C,-8,Does not apply,0
E01011545,Leeds 104C,1,Household is not deprived in any dimension,314
E01011545,Leeds 104C,2,Household is deprived in one dimension,235
E01011545,Leeds 104C,3,Household is deprived in two dimensions,97
E01011545,Leeds 104C,4,Household is deprived in three dimensions,19
E01011545,Leeds 104C,5,Household is deprived in four dimensions,1
E01011546,Leeds 106C,-8,Does not apply,0
E01011546,Leeds 106C,1,Household is not deprived in any dimension,363
E01011546,Leeds 106C,2,Household is deprived in one dimension,258
E01011546,Leeds 106C,3,Household is deprived in two dimensions,134
E01011546,Leeds 106C,4,Household is deprived in three dimensions,27
E01011546,Leeds 106C,5,Household is deprived in four dimensions,2
E01011547,Leeds 104D,-8,Does not apply,0
E01011547,Leeds 104D,1,Household is not deprived in any dimension,439
E01011547,Leeds 104D,2,Household is deprived in one dimension,309
E01011547,Leeds 104D,3,Household is deprived in two dimensions,142
E01011547,Leeds 104D,4,Household is deprived in three dimensions,44
E01011547,Leeds 104D,5,Household is deprived in four dimensions,1
E01011548,Leeds 106D,-8,Does not apply,0
E01011548,Leeds 106D,1,Household is not deprived in any dimension,326
E01011548,Leeds 106D,2,Household is deprived in one dimension,218
E01011548,Leeds 106D,3,Household is deprived in two dimensions,82
E01011548,Leeds 106D,4,Household is deprived in three dimensions,16
E01011548,Leeds 106D,5,Household is deprived in four dimensions,0
E01011549,Leeds 108C,-8,Does not apply,0
E01011549,Leeds 108C,1,Household is not deprived in any dimension,347
E01011549,Leeds 108C,2,Household is deprived in one dimension,145
E01011549,Leeds 108C,3,Household is deprived in two dimensions,25
E01011549,Leeds 108C,4,Household is deprived in three dimensions,2
E01011549,Leeds 108C,5,Household is deprived in four dimensions,0
E01011550,Leeds 106E,-8,Does not apply,0
E01011550,Leeds 106E,1,Household is not deprived in any dimension,290
E01011550,Leeds 106E,2,Household is deprived in one dimension,204
E01011550,Leeds 106E,3,Household is deprived in two dimensions,61
E01011550,Leeds 106E,4,Household is deprived in three dimensions,5
E01011550,Leeds 106E,5,Household is deprived in four dimensions,1
E01011551,Leeds 107C,-8,Does not apply,0
E01011551,Leeds 107C,1,Household is not deprived in any dimension,447
E01011551,Leeds 107C,2,Household is deprived in one dimension,199
E01011551,Leeds 107C,3,Household is deprived in two dimensions,67
E01011551,Leeds 107C,4,Household is deprived in three dimensions,18
E01011551,Leeds 107C,5,Household is deprived in four dimensions,0
E01011552,Leeds 107D,-8,Does not apply,0
E01011552,Leeds 107D,1,Household is not deprived in any dimension,206
E01011552,Leeds 107D,2,Household is deprived in one dimension,194
E01011552,Leeds 107D,3,Household is deprived in two dimensions,144
E01011552,Leeds 107D,4,Household is deprived in three dimensions,49
E01011552,Leeds 107D,5,Household is deprived in four dimensions,5
E01011553,Leeds 108D,-8,Does not apply,0
E01011553,Leeds 108D,1,Household is not deprived in any dimension,323
E01011553,Leeds 108D,2,Household is deprived in one dimension,201
E01011553,Leeds 108D,3,Household is deprived in two dimensions,78
E01011553,Leeds 108D,4,Household is deprived in three dimensions,11
E01011553,Leeds 108D,5,Household is deprived in four dimensions,0
E01011554,Leeds 012A,-8,Does not apply,0
E01011554,Leeds 012A,1,Household is not deprived in any dimension,366
E01011554,Leeds 012A,2,Household is deprived in one dimension,169
E01011554,Leeds 012A,3,Household is deprived in two dimensions,48
E01011554,Leeds 012A,4,Household is deprived in three dimensions,3
E01011554,Leeds 012A,5,Household is deprived in four dimensions,0
E01011555,Leeds 018A,-8,Does not apply,0
E01011555,Leeds 018A,1,Household is not deprived in any dimension,342
E01011555,Leeds 018A,2,Household is deprived in one dimension,172
E01011555,Leeds 018A,3,Household is deprived in two dimensions,43
E01011555,Leeds 018A,4,Household is deprived in three dimensions,6
E01011555,Leeds 018A,5,Household is deprived in four dimensions,1
E01011556,Leeds 015A,-8,Does not apply,0
E01011556,Leeds 015A,1,Household is not deprived in any dimension,463
E01011556,Leeds 015A,2,Household is deprived in one dimension,225
E01011556,Leeds 015A,3,Household is deprived in two dimensions,87
E01011556,Leeds 015A,4,Household is deprived in three dimensions,14
E01011556,Leeds 015A,5,Household is deprived in four dimensions,2
E01011557,Leeds 015B,-8,Does not apply,0
E01011557,Leeds 015B,1,Household is not deprived in any dimension,354
E01011557,Leeds 015B,2,Household is deprived in one dimension,181
E01011557,Leeds 015B,3,Household is deprived in two dimensions,57
E01011557,Leeds 015B,4,Household is deprived in three dimensions,15
E01011557,Leeds 015B,5,Household is deprived in four dimensions,3
E01011558,Leeds 018B,-8,Does not apply,0
E01011558,Leeds 018B,1,Household is not deprived in any dimension,271
E01011558,Leeds 018B,2,Household is deprived in one dimension,259
E01011558,Leeds 018B,3,Household is deprived in two dimensions,158
E01011558,Leeds 018B,4,Household is deprived in three dimensions,47
E01011558,Leeds 018B,5,Household is deprived in four dimensions,3
E01011559,Leeds 018C,-8,Does not apply,0
E01011559,Leeds 018C,1,Household is not deprived in any dimension,193
E01011559,Leeds 018C,2,Household is deprived in one dimension,210
E01011559,Leeds 018C,3,Household is deprived in two dimensions,147
E01011559,Leeds 018C,4,Household is deprived in three dimensions,39
E01011559,Leeds 018C,5,Household is deprived in four dimensions,0
E01011560,Leeds 018D,-8,Does not apply,0
E01011560,Leeds 018D,1,Household is not deprived in any dimension,259
E01011560,Leeds 018D,2,Household is deprived in one dimension,323
E01011560,Leeds 018D,3,Household is deprived in two dimensions,208
E01011560,Leeds 018D,4,Household is deprived in three dimensions,75
E01011560,Leeds 018D,5,Household is deprived in four dimensions,2
E01011561,Leeds 006A,-8,Does not apply,0
E01011561,Leeds 006A,1,Household is not deprived in any dimension,348
E01011561,Leeds 006A,2,Household is deprived in one dimension,132
E01011561,Leeds 006A,3,Household is deprived in two dimensions,43
E01011561,Leeds 006A,4,Household is deprived in three dimensions,4
E01011561,Leeds 006A,5,Household is deprived in four dimensions,0
E01011562,Leeds 012B,-8,Does not apply,0
E01011562,Leeds 012B,1,Household is not deprived in any dimension,364
E01011562,Leeds 012B,2,Household is deprived in one dimension,212
E01011562,Leeds 012B,3,Household is deprived in two dimensions,43
E01011562,Leeds 012B,4,Household is deprived in three dimensions,6
E01011562,Leeds 012B,5,Household is deprived in four dimensions,0
E01011563,Leeds 012C,-8,Does not apply,0
E01011563,Leeds 012C,1,Household is not deprived in any dimension,377
E01011563,Leeds 012C,2,Household is deprived in one dimension,184
E01011563,Leeds 012C,3,Household is deprived in two dimensions,46
E01011563,Leeds 012C,4,Household is deprived in three dimensions,5
E01011563,Leeds 012C,5,Household is deprived in four dimensions,0
E01011564,Leeds 012D,-8,Does not apply,0
E01011564,Leeds 012D,1,Household is not deprived in any dimension,384
E01011564,Leeds 012D,2,Household is deprived in one dimension,171
E01011564,Leeds 012D,3,Household is deprived in two dimensions,49
E01011564,Leeds 012D,4,Household is deprived in three dimensions,3
E01011564,Leeds 012D,5,Household is deprived in four dimensions,0
E01011565,Leeds 015C,-8,Does not apply,0
E01011565,Leeds 015C,1,Household is not deprived in any dimension,351
E01011565,Leeds 015C,2,Household is deprived in one dimension,194
E01011565,Leeds 015C,3,Household is deprived in two dimensions,44
E01011565,Leeds 015C,4,Household is deprived in three dimensions,9
E01011565,Leeds 015C,5,Household is deprived in four dimensions,0
E01011566,Leeds 015D,-8,Does not apply,0
E01011566,Leeds 015D,1,Household is not deprived in any dimension,327
E01011566,Leeds 015D,2,Household is deprived in one dimension,158
E01011566,Leeds 015D,3,Household is deprived in two dimensions,65
E01011566,Leeds 015D,4,Household is deprived in three dimensions,6
E01011566,Leeds 015D,5,Household is deprived in four dimensions,0
E01011567,Leeds 012E,-8,Does not apply,0
E01011567,Leeds 012E,1,Household is not deprived in any dimension,375
E01011567,Leeds 012E,2,Household is deprived in one dimension,142
E01011567,Leeds 012E,3,Household is deprived in two dimensions,40
E01011567,Leeds 012E,4,Household is deprived in three dimensions,2
E01011567,Leeds 012E,5,Household is deprived in four dimensions,0
E01011568,Leeds 015E,-8,Does not apply,0
E01011568,Leeds 015E,1,Household is not deprived in any dimension,488
E01011568,Leeds 015E,2,Household is deprived in one dimension,297
E01011568,Leeds 015E,3,Household is deprived in two dimensions,113
E01011568,Leeds 015E,4,Household is deprived in three dimensions,9
E01011568,Leeds 015E,5,Household is deprived in four dimensions,2
E01011569,Leeds 004A,-8,Does not apply,0
E01011569,Leeds 004A,1,Household is not deprived in any dimension,498
E01011569,Leeds 004A,2,Household is deprived in one dimension,279
E01011569,Leeds 004A,3,Household is deprived in two dimensions,99
E01011569,Leeds 004A,4,Household is deprived in three dimensions,18
E01011569,Leeds 004A,5,Household is deprived in four dimensions,0
E01011570,Leeds 007A,-8,Does not apply,0
E01011570,Leeds 007A,1,Household is not deprived in any dimension,576
E01011570,Leeds 007A,2,Household is deprived in one dimension,291
E01011570,Leeds 007A,3,Household is deprived in two dimensions,80
E01011570,Leeds 007A,4,Household is deprived in three dimensions,11
E01011570,Leeds 007A,5,Household is deprived in four dimensions,0
E01011571,Leeds 004B,-8,Does not apply,0
E01011571,Leeds 004B,1,Household is not deprived in any dimension,411
E01011571,Leeds 004B,2,Household is deprived in one dimension,247
E01011571,Leeds 004B,3,Household is deprived in two dimensions,79
E01011571,Leeds 004B,4,Household is deprived in three dimensions,20
E01011571,Leeds 004B,5,Household is deprived in four dimensions,0
E01011572,Leeds 004C,-8,Does not apply,0
E01011572,Leeds 004C,1,Household is not deprived in any dimension,490
E01011572,Leeds 004C,2,Household is deprived in one dimension,256
E01011572,Leeds 004C,3,Household is deprived in two dimensions,68
E01011572,Leeds 004C,4,Household is deprived in three dimensions,15
E01011572,Leeds 004C,5,Household is deprived in four dimensions,0
E01011573,Leeds 004D,-8,Does not apply,0
E01011573,Leeds 004D,1,Household is not deprived in any dimension,303
E01011573,Leeds 004D,2,Household is deprived in one dimension,166
E01011573,Leeds 004D,3,Household is deprived in two dimensions,60
E01011573,Leeds 004D,4,Household is deprived in three dimensions,14
E01011573,Leeds 004D,5,Household is deprived in four dimensions,0
E01011574,Leeds 004E,-8,Does not apply,0
E01011574,Leeds 004E,1,Household is not deprived in any dimension,323
E01011574,Leeds 004E,2,Household is deprived in one dimension,213
E01011574,Leeds 004E,3,Household is deprived in two dimensions,134
E01011574,Leeds 004E,4,Household is deprived in three dimensions,27
E01011574,Leeds 004E,5,Household is deprived in four dimensions,1
E01011576,Leeds 007C,-8,Does not apply,0
E01011576,Leeds 007C,1,Household is not deprived in any dimension,401
E01011576,Leeds 007C,2,Household is deprived in one dimension,127
E01011576,Leeds 007C,3,Household is deprived in two dimensions,44
E01011576,Leeds 007C,4,Household is deprived in three dimensions,7
E01011576,Leeds 007C,5,Household is deprived in four dimensions,1
E01011578,Leeds 011D,-8,Does not apply,0
E01011578,Leeds 011D,1,Household is not deprived in any dimension,307
E01011578,Leeds 011D,2,Household is deprived in one dimension,213
E01011578,Leeds 011D,3,Household is deprived in two dimensions,90
E01011578,Leeds 011D,4,Household is deprived in three dimensions,13
E01011578,Leeds 011D,5,Household is deprived in four dimensions,0
E01011579,Leeds 014C,-8,Does not apply,0
E01011579,Leeds 014C,1,Household is not deprived in any dimension,293
E01011579,Leeds 014C,2,Household is deprived in one dimension,166
E01011579,Leeds 014C,3,Household is deprived in two dimensions,56
E01011579,Leeds 014C,4,Household is deprived in three dimensions,6
E01011579,Leeds 014C,5,Household is deprived in four dimensions,1
E01011580,Leeds 014D,-8,Does not apply,0
E01011580,Leeds 014D,1,Household is not deprived in any dimension,374
E01011580,Leeds 014D,2,Household is deprived in one dimension,173
E01011580,Leeds 014D,3,Household is deprived in two dimensions,63
E01011580,Leeds 014D,4,Household is deprived in three dimensions,11
E01011580,Leeds 014D,5,Household is deprived in four dimensions,0
E01011581,Leeds 003A,-8,Does not apply,0
E01011581,Leeds 003A,1,Household is not deprived in any dimension,393
E01011581,Leeds 003A,2,Household is deprived in one dimension,260
E01011581,Leeds 003A,3,Household is deprived in two dimensions,69
E01011581,Leeds 003A,4,Household is deprived in three dimensions,9
E01011581,Leeds 003A,5,Household is deprived in four dimensions,0
E01011582,Leeds 003B,-8,Does not apply,0
E01011582,Leeds 003B,1,Household is not deprived in any dimension,269
E01011582,Leeds 003B,2,Household is deprived in one dimension,259
E01011582,Leeds 003B,3,Household is deprived in two dimensions,168
E01011582,Leeds 003B,4,Household is deprived in three dimensions,43
E01011582,Leeds 003B,5,Household is deprived in four dimensions,3
E01011583,Leeds 003C,-8,Does not apply,0
E01011583,Leeds 003C,1,Household is not deprived in any dimension,378
E01011583,Leeds 003C,2,Household is deprived in one dimension,207
E01011583,Leeds 003C,3,Household is deprived in two dimensions,50
E01011583,Leeds 003C,4,Household is deprived in three dimensions,11
E01011583,Leeds 003C,5,Household is deprived in four dimensions,0
E01011584,Leeds 003D,-8,Does not apply,0
E01011584,Leeds 003D,1,Household is not deprived in any dimension,443
E01011584,Leeds 003D,2,Household is deprived in one dimension,234
E01011584,Leeds 003D,3,Household is deprived in two dimensions,70
E01011584,Leeds 003D,4,Household is deprived in three dimensions,10
E01011584,Leeds 003D,5,Household is deprived in four dimensions,0
E01011585,Leeds 062A,-8,Does not apply,0
E01011585,Leeds 062A,1,Household is not deprived in any dimension,283
E01011585,Leeds 062A,2,Household is deprived in one dimension,230
E01011585,Leeds 062A,3,Household is deprived in two dimensions,119
E01011585,Leeds 062A,4,Household is deprived in three dimensions,36
E01011585,Leeds 062A,5,Household is deprived in four dimensions,0
E01011586,Leeds 066A,-8,Does not apply,0
E01011586,Leeds 066A,1,Household is not deprived in any dimension,353
E01011586,Leeds 066A,2,Household is deprived in one dimension,235
E01011586,Leeds 066A,3,Household is deprived in two dimensions,91
E01011586,Leeds 066A,4,Household is deprived in three dimensions,19
E01011586,Leeds 066A,5,Household is deprived in four dimensions,0
E01011587,Leeds 062B,-8,Does not apply,0
E01011587,Leeds 062B,1,Household is not deprived in any dimension,483
E01011587,Leeds 062B,2,Household is deprived in one dimension,224
E01011587,Leeds 062B,3,Household is deprived in two dimensions,69
E01011587,Leeds 062B,4,Household is deprived in three dimensions,17
E01011587,Leeds 062B,5,Household is deprived in four dimensions,0
E01011588,Leeds 039A,-8,Does not apply,0
E01011588,Leeds 039A,1,Household is not deprived in any dimension,454
E01011588,Leeds 039A,2,Household is deprived in one dimension,181
E01011588,Leeds 039A,3,Household is deprived in two dimensions,55
E01011588,Leeds 039A,4,Household is deprived in three dimensions,17
E01011588,Leeds 039A,5,Household is deprived in four dimensions,1
E01011589,Leeds 039B,-8,Does not apply,0
E01011589,Leeds 039B,1,Household is not deprived in any dimension,452
E01011589,Leeds 039B,2,Household is deprived in one dimension,188
E01011589,Leeds 039B,3,Household is deprived in two dimensions,52
E01011589,Leeds 039B,4,Household is deprived in three dimensions,10
E01011589,Leeds 039B,5,Household is deprived in four dimensions,0
E01011590,Leeds 039C,-8,Does not apply,0
E01011590,Leeds 039C,1,Household is not deprived in any dimension,403
E01011590,Leeds 039C,2,Household is deprived in one dimension,205
E01011590,Leeds 039C,3,Household is deprived in two dimensions,48
E01011590,Leeds 039C,4,Household is deprived in three dimensions,8
E01011590,Leeds 039C,5,Household is deprived in four dimensions,0
E01011591,Leeds 052D,-8,Does not apply,0
E01011591,Leeds 052D,1,Household is not deprived in any dimension,556
E01011591,Leeds 052D,2,Household is deprived in one dimension,202
E01011591,Leeds 052D,3,Household is deprived in two dimensions,66
E01011591,Leeds 052D,4,Household is deprived in three dimensions,7
E01011591,Leeds 052D,5,Household is deprived in four dimensions,0
E01011592,Leeds 039D,-8,Does not apply,0
E01011592,Leeds 039D,1,Household is not deprived in any dimension,449
E01011592,Leeds 039D,2,Household is deprived in one dimension,244
E01011592,Leeds 039D,3,Household is deprived in two dimensions,85
E01011592,Leeds 039D,4,Household is deprived in three dimensions,15
E01011592,Leeds 039D,5,Household is deprived in four dimensions,0
E01011593,Leeds 039E,-8,Does not apply,0
E01011593,Leeds 039E,1,Household is not deprived in any dimension,537
E01011593,Leeds 039E,2,Household is deprived in one dimension,260
E01011593,Leeds 039E,3,Household is deprived in two dimensions,51
E01011593,Leeds 039E,4,Household is deprived in three dimensions,4
E01011593,Leeds 039E,5,Household is deprived in four dimensions,2
E01011594,Leeds 062C,-8,Does not apply,0
E01011594,Leeds 062C,1,Household is not deprived in any dimension,254
E01011594,Leeds 062C,2,Household is deprived in one dimension,224
E01011594,Leeds 062C,3,Household is deprived in two dimensions,118
E01011594,Leeds 062C,4,Household is deprived in three dimensions,35
E01011594,Leeds 062C,5,Household is deprived in four dimensions,3
E01011595,Leeds 066B,-8,Does not apply,0
E01011595,Leeds 066B,1,Household is not deprived in any dimension,461
E01011595,Leeds 066B,2,Household is deprived in one dimension,248
E01011595,Leeds 066B,3,Household is deprived in two dimensions,79
E01011595,Leeds 066B,4,Household is deprived in three dimensions,16
E01011595,Leeds 066B,5,Household is deprived in four dimensions,0
E01011596,Leeds 062D,-8,Does not apply,0
E01011596,Leeds 062D,1,Household is not deprived in any dimension,445
E01011596,Leeds 062D,2,Household is deprived in one dimension,253
E01011596,Leeds 062D,3,Household is deprived in two dimensions,71
E01011596,Leeds 062D,4,Household is deprived in three dimensions,11
E01011596,Leeds 062D,5,Household is deprived in four dimensions,1
E01011597,Leeds 066C,-8,Does not apply,0
E01011597,Leeds 066C,1,Household is not deprived in any dimension,276
E01011597,Leeds 066C,2,Household is deprived in one dimension,193
E01011597,Leeds 066C,3,Household is deprived in two dimensions,76
E01011597,Leeds 066C,4,Household is deprived in three dimensions,16
E01011597,Leeds 066C,5,Household is deprived in four dimensions,0
E01011598,Leeds 062E,-8,Does not apply,0
E01011598,Leeds 062E,1,Household is not deprived in any dimension,434
E01011598,Leeds 062E,2,Household is deprived in one dimension,234
E01011598,Leeds 062E,3,Household is deprived in two dimensions,74
E01011598,Leeds 062E,4,Household is deprived in three dimensions,13
E01011598,Leeds 062E,5,Household is deprived in four dimensions,0
E01011599,Leeds 066D,-8,Does not apply,0
E01011599,Leeds 066D,1,Household is not deprived in any dimension,375
E01011599,Leeds 066D,2,Household is deprived in one dimension,225
E01011599,Leeds 066D,3,Household is deprived in two dimensions,87
E01011599,Leeds 066D,4,Household is deprived in three dimensions,18
E01011599,Leeds 066D,5,Household is deprived in four dimensions,1
E01011600,Leeds 079A,-8,Does not apply,0
E01011600,Leeds 079A,1,Household is not deprived in any dimension,378
E01011600,Leeds 079A,2,Household is deprived in one dimension,212
E01011600,Leeds 079A,3,Household is deprived in two dimensions,89
E01011600,Leeds 079A,4,Household is deprived in three dimensions,10
E01011600,Leeds 079A,5,Household is deprived in four dimensions,0
E01011601,Leeds 079B,-8,Does not apply,0
E01011601,Leeds 079B,1,Household is not deprived in any dimension,332
E01011601,Leeds 079B,2,Household is deprived in one dimension,216
E01011601,Leeds 079B,3,Household is deprived in two dimensions,87
E01011601,Leeds 079B,4,Household is deprived in three dimensions,28
E01011601,Leeds 079B,5,Household is deprived in four dimensions,3
E01011602,Leeds 076A,-8,Does not apply,0
E01011602,Leeds 076A,1,Household is not deprived in any dimension,441
E01011602,Leeds 076A,2,Household is deprived in one dimension,309
E01011602,Leeds 076A,3,Household is deprived in two dimensions,136
E01011602,Leeds 076A,4,Household is deprived in three dimensions,22
E01011602,Leeds 076A,5,Household is deprived in four dimensions,0
E01011603,Leeds 076B,-8,Does not apply,0
E01011603,Leeds 076B,1,Household is not deprived in any dimension,406
E01011603,Leeds 076B,2,Household is deprived in one dimension,233
E01011603,Leeds 076B,3,Household is deprived in two dimensions,60
E01011603,Leeds 076B,4,Household is deprived in three dimensions,9
E01011603,Leeds 076B,5,Household is deprived in four dimensions,1
E01011604,Leeds 079C,-8,Does not apply,0
E01011604,Leeds 079C,1,Household is not deprived in any dimension,368
E01011604,Leeds 079C,2,Household is deprived in one dimension,180
E01011604,Leeds 079C,3,Household is deprived in two dimensions,58
E01011604,Leeds 079C,4,Household is deprived in three dimensions,16
E01011604,Leeds 079C,5,Household is deprived in four dimensions,0
E01011605,Leeds 076C,-8,Does not apply,0
E01011605,Leeds 076C,1,Household is not deprived in any dimension,430
E01011605,Leeds 076C,2,Household is deprived in one dimension,219
E01011605,Leeds 076C,3,Household is deprived in two dimensions,60
E01011605,Leeds 076C,4,Household is deprived in three dimensions,7
E01011605,Leeds 076C,5,Household is deprived in four dimensions,0
E01011606,Leeds 076D,-8,Does not apply,0
E01011606,Leeds 076D,1,Household is not deprived in any dimension,353
E01011606,Leeds 076D,2,Household is deprived in one dimension,263
E01011606,Leeds 076D,3,Household is deprived in two dimensions,124
E01011606,Leeds 076D,4,Household is deprived in three dimensions,21
E01011606,Leeds 076D,5,Household is deprived in four dimensions,1
E01011607,Leeds 079D,-8,Does not apply,0
E01011607,Leeds 079D,1,Household is not deprived in any dimension,364
E01011607,Leeds 079D,2,Household is deprived in one dimension,247
E01011607,Leeds 079D,3,Household is deprived in two dimensions,77
E01011607,Leeds 079D,4,Household is deprived in three dimensions,18
E01011607,Leeds 079D,5,Household is deprived in four dimensions,2
E01011608,Leeds 068A,-8,Does not apply,0
E01011608,Leeds 068A,1,Household is not deprived in any dimension,231
E01011608,Leeds 068A,2,Household is deprived in one dimension,236
E01011608,Leeds 068A,3,Household is deprived in two dimensions,106
E01011608,Leeds 068A,4,Household is deprived in three dimensions,23
E01011608,Leeds 068A,5,Household is deprived in four dimensions,2
E01011609,Leeds 068B,-8,Does not apply,0
E01011609,Leeds 068B,1,Household is not deprived in any dimension,262
E01011609,Leeds 068B,2,Household is deprived in one dimension,235
E01011609,Leeds 068B,3,Household is deprived in two dimensions,117
E01011609,Leeds 068B,4,Household is deprived in three dimensions,44
E01011609,Leeds 068B,5,Household is deprived in four dimensions,3
E01011610,Leeds 068C,-8,Does not apply,0
E01011610,Leeds 068C,1,Household is not deprived in any dimension,370
E01011610,Leeds 068C,2,Household is deprived in one dimension,223
E01011610,Leeds 068C,3,Household is deprived in two dimensions,80
E01011610,Leeds 068C,4,Household is deprived in three dimensions,13
E01011610,Leeds 068C,5,Household is deprived in four dimensions,5
E01011611,Leeds 068D,-8,Does not apply,0
E01011611,Leeds 068D,1,Household is not deprived in any dimension,209
E01011611,Leeds 068D,2,Household is deprived in one dimension,218
E01011611,Leeds 068D,3,Household is deprived in two dimensions,138
E01011611,Leeds 068D,4,Household is deprived in three dimensions,52
E01011611,Leeds 068D,5,Household is deprived in four dimensions,5
E01011612,Leeds 079E,-8,Does not apply,0
E01011612,Leeds 079E,1,Household is not deprived in any dimension,292
E01011612,Leeds 079E,2,Household is deprived in one dimension,279
E01011612,Leeds 079E,3,Household is deprived in two dimensions,135
E01011612,Leeds 079E,4,Household is deprived in three dimensions,33
E01011612,Leeds 079E,5,Household is deprived in four dimensions,1
E01011613,Leeds 076E,-8,Does not apply,0
E01011613,Leeds 076E,1,Household is not deprived in any dimension,340
E01011613,Leeds 076E,2,Household is deprived in one dimension,237
E01011613,Leeds 076E,3,Household is deprived in two dimensions,85
E01011613,Leeds 076E,4,Household is deprived in three dimensions,32
E01011613,Leeds 076E,5,Household is deprived in four dimensions,2
E01011614,Leeds 068E,-8,Does not apply,0
E01011614,Leeds 068E,1,Household is not deprived in any dimension,484
E01011614,Leeds 068E,2,Household is deprived in one dimension,255
E01011614,Leeds 068E,3,Household is deprived in two dimensions,102
E01011614,Leeds 068E,4,Household is deprived in three dimensions,12
E01011614,Leeds 068E,5,Household is deprived in four dimensions,0
E01011615,Leeds 070A,-8,Does not apply,0
E01011615,Leeds 070A,1,Household is not deprived in any dimension,258
E01011615,Leeds 070A,2,Household is deprived in one dimension,246
E01011615,Leeds 070A,3,Household is deprived in two dimensions,117
E01011615,Leeds 070A,4,Household is deprived in three dimensions,31
E01011615,Leeds 070A,5,Household is deprived in four dimensions,0
E01011616,Leeds 072A,-8,Does not apply,0
